unit_number;time_cycle;setting_1;setting_2;setting_3;sensor_2;sensor_3;sensor_4;sensor_7;sensor_8;sensor_9;sensor_13;sensor_14;sensor_20;Degradation Classification;RUL
28;131;4,5977E+16;1,66667E+16;0;6,35542E+15;5,44365E+15;4,20493E+16;5,08857E+15;3,48485E+15;2,23459E+16;25;2,69687E+16;4,65116E+16;1;34
28;132;3,3908E+15;75;0;5,09036E+15;3,86309E+15;5,03038E+15;5,70048E+15;2,27273E+16;2,7165E+15;3,08824E+15;2,60553E+16;5,42636E+15;1;33
28;133;5,45977E+15;75;0;4,48795E+15;5,66383E+15;5,24477E+15;6,81159E+14;3,48485E+15;2,62766E+16;2,94118E+16;2,73351E+16;4,34109E+15;1;32
28;134;4,36782E+15;25;0;4,39759E+15;3,89579E+16;5,22282E+15;5,65217E+15;3,0303E+15;2,30907E+15;3,23529E+16;2,65972E+15;3,48837E+14;1;31
28;135;4,82759E+15;75;0;5,33133E+14;5,97776E+15;5,69548E+15;5,55556E+15;3,63636E+15;2,19286E+16;3,82353E+16;2,73248E+16;4,4186E+15;1;30
28;136;6,32184E+14;9,16667E+15;0;6,29518E+15;4,2446E+16;5,95712E+15;5,37842E+15;3,33333E+16;2,17401E+16;3,38235E+15;3,00031E+15;5,03876E+15;1;29
28;137;5,91954E+15;1,66667E+16;0;2,46988E+16;4,59342E+15;5,60432E+15;4,10628E+15;3,78788E+16;2,70349E+16;3,67647E+15;2,58592E+16;4,4186E+15;1;28
28;138;2,93103E+16;8,33333E+15;0;6,23494E+15;5,05777E+15;5,93518E+15;3,91304E+15;3,33333E+16;2,20766E+16;4,41176E+16;2,77273E+16;5,11628E+15;1;27
28;139;6,6092E+15;4,16667E+16;0;6,89759E+15;4,50839E+14;5,39332E+15;5,36232E+14;3,48485E+15;2,52087E+16;3,23529E+16;2,55393E+15;3,72093E+16;1;26
28;140;6,09195E+15;5;0;4,90964E+16;4,59124E+16;6,12086E+15;5,42673E+15;3,0303E+15;2,67747E+16;3,82353E+16;2,66178E+16;4,18605E+15;1;25
28;141;5,74713E+15;3,33333E+15;0;5,75301E+15;4,24024E+16;5,50979E+15;5,10467E+15;3,63636E+15;2,52894E+16;3,38235E+15;2,83208E+15;3,41085E+15;1;24
28;142;5;75;0;8,04217E+15;6,33312E+15;5,96219E+14;5,04026E+15;3,33333E+16;2,72817E+16;4,26471E+15;2,6881E+16;3,95349E+16;1;23
28;143;5,11494E+15;1,66667E+16;0;5,75301E+15;4,35797E+15;5,76131E+15;4,57327E+15;3,48485E+15;2,2633E+16;4,41176E+16;2,79441E+16;4,34109E+15;1;22
28;144;4,42529E+15;5;0;4,48795E+15;3,66688E+15;5,79507E+14;4,66989E+15;3,0303E+15;2,52131E+16;3,23529E+16;2,82589E+15;5,34884E+15;1;21
28;145;4,71264E+16;5;0;5,96386E+15;4,6174E+15;5,6077E+15;5,7649E+15;3,78788E+16;2,69676E+15;3,67647E+15;2,72887E+16;4,34109E+15;1;20
28;146;3,85057E+15;9,16667E+15;0;4,81928E+15;4,56508E+16;6,59352E+15;4,92754E+15;4,24242E+15;2,72862E+16;3,67647E+15;2,67984E+15;4,72868E+16;1;19
28;147;6,32184E+14;1,66667E+16;0;6,29518E+15;4,95313E+15;5,98413E+15;4,55717E+15;3,78788E+16;2,78202E+16;4,11765E+16;2,94458E+15;3,72093E+16;1;18
28;148;4,71264E+16;25;0;6,62651E+15;5,15588E+14;5,47097E+15;3,6876E+15;3,93939E+16;2,52131E+16;4,26471E+15;2,59211E+16;2,09302E+15;1;17
28;149;2,75862E+16;1,66667E+16;0;6,41566E+15;6,01482E+15;5,20425E+13;4,42834E+15;4,54545E+16;2,69272E+15;4,26471E+15;2,74796E+16;3,87597E+16;1;16
28;150;3,67816E+14;3,33333E+15;0;6,86747E+15;6,66885E+14;5,8339E+15;4,2351E+15;4,54545E+16;2,15472E+15;4,70588E+16;2,93013E+16;3,56589E+16;1;15
28;151;5,05747E+15;5,83333E+15;0;6,53614E+15;5,8426E+15;7,60466E+15;4,05797E+15;4,24242E+15;2,68779E+15;4,11765E+16;3,0194E+15;3,17829E+15;1;14
28;152;7,01149E+15;6,66667E+15;0;7,1988E+15;4,661E+16;6,82816E+15;3,97746E+15;4,39394E+15;2,61644E+16;3,82353E+16;2,91826E+15;4,8062E+14;1;13
28;153;5;5;0;5,54217E+15;5,31938E+15;6,56989E+15;2,85024E+16;4,09091E+15;2,90003E+15;3,82353E+16;2,86046E+16;3,95349E+16;1;12
28;154;2,58621E+15;75;0;7,77108E+15;4,50839E+14;5,82883E+15;4,31562E+16;4,09091E+15;2,48452E+16;3,67647E+15;2,86872E+16;3,56589E+16;1;11
28;155;5,91954E+15;4,16667E+16;0;4,96988E+16;3,89579E+16;6,66442E+15;4,12238E+16;4,09091E+15;2,64381E+16;4,41176E+16;2,87801E+15;3,33333E+16;1;10
28;156;4,82759E+15;5;0;6,14458E+15;5,35644E+15;6,54794E+15;3,86473E+16;3,63636E+15;2,84169E+16;4,41176E+16;2,81298E+16;3,48837E+14;1;9
28;157;5,91954E+15;3,33333E+15;0;7,16867E+15;5,4262E+15;6,86192E+15;3,57488E+15;3,93939E+16;3,04272E+16;4,55882E+15;2,60863E+15;3,17829E+15;1;8
28;158;5,34483E+15;8,33333E+15;0;5,24096E+15;7,42097E+15;6,90412E+15;3,01127E+15;5;2,51503E+15;4,11765E+16;2,85324E+15;3,64341E+15;1;7
28;159;7,47126E+15;5,83333E+15;0;6,59639E+15;5,339E+15;6,49392E+15;1,94847E+16;4,54545E+16;2,74702E+16;4,55882E+15;2,62256E+16;1,31783E+16;1;6
28;160;5,22989E+15;3,33333E+15;0;6,35542E+15;6,71463E+14;6,12762E+15;2,47987E+16;3,78788E+16;2,84035E+16;4,11765E+16;3,20312E+16;3,64341E+15;1;5
28;161;3,67816E+14;4,16667E+16;0;7,1988E+15;5,00545E+15;7,44767E+14;2,68921E+15;4,24242E+15;3,01983E+15;5E+16;2,79853E+16;2,24806E+16;1;4
28;162;5,17241E+15;5;0;7,89157E+15;7,39481E+15;8,10095E+14;2,86634E+15;5,60606E+15;2,68823E+15;5,44118E+14;2,82021E+16;9,30233E+14;1;3
28;163;7,64368E+14;6,66667E+15;0;7,59036E+15;6,60562E+15;6,55638E+15;2,04509E+16;4,09091E+15;2,84887E+16;4,41176E+16;2,99721E+16;3,48837E+14;1;2
28;164;2,81609E+16;3,33333E+15;0;7,53012E+15;5,01635E+15;8,39129E+15;3,33333E+15;5,75758E+15;3,00817E+15;5,29412E+15;3,02508E+15;3,48837E+14;1;1
28;165;2,93103E+16;1,66667E+16;0;8,43373E+15;6,44648E+15;8,32546E+15;3,10789E+15;4,39394E+15;2,9431E+15;4,70588E+16;3,4116E+16;1,78295E+16;1;0
29;1;7,41379E+15;5;0;4,93976E+15;4,24678E+15;4,42438E+16;7,343E+15;2,12121E+15;1,4987E+16;2,05882E+16;2,26339E+16;7,36434E+15;0;137
29;2;5,63218E+15;8,33333E+15;0;3,19277E+14;4,66318E+15;4,43619E+14;6,21578E+15;1,9697E+16;1,73068E+15;25;2,09722E+15;5,42636E+15;0;137
29;3;5,11494E+15;4,16667E+16;0;4,39759E+15;3,49248E+15;2,88825E+16;6,87601E+15;3,18182E+16;1,81818E+16;2,94118E+16;2,27423E+15;5,1938E+15;0;137
29;4;5,57471E+15;8,33333E+15;0;4,48795E+15;4,24242E+15;3,76941E+16;7,68116E+15;2,27273E+16;2,17222E+15;2,79412E+15;2,37383E+16;5,81395E+15;0;137
29;5;5,34483E+15;8,33333E+15;0;4,66867E+14;3,87835E+15;3,98042E+16;5,68438E+15;2,72727E+15;1,81235E+16;2,64706E+16;2,0998E+16;5,73643E+15;0;137
29;6;3,16092E+15;25;0;3,25301E+15;3,5339E+15;3,32883E+15;5,90982E+14;2,72727E+15;1,61761E+15;2,20588E+15;1,93364E+16;5,1938E+15;0;137
29;7;4,31034E+16;5;0;1,20482E+16;4,55853E+15;4,72147E+16;6,15137E+15;2,27273E+16;1,74953E+16;25;2,11322E+16;5,50388E+14;0;137
29;8;6,6092E+15;6,66667E+15;0;3,73494E+15;2,35666E+16;3,57698E+16;6,37681E+14;1,66667E+16;1,44799E+16;2,79412E+15;2,10858E+16;7,05426E+15;0;137
29;9;3,62069E+15;5,83333E+15;0;2,01807E+16;3,45106E+16;4,01249E+14;5,7649E+15;1,81818E+16;1,91735E+16;2,05882E+16;2,36144E+16;5,73643E+15;0;137
29;10;4,71264E+16;3,33333E+15;0;4,21687E+15;3,70831E+15;3,45544E+16;6,71498E+15;2,42424E+16;1,63959E+16;2,94118E+16;2,10084E+16;5,42636E+15;0;137
29;11;4,36782E+15;5;0;4,30723E+14;3,14803E+15;4,02262E+15;5,58776E+15;2,57576E+16;1,71498E+16;2,64706E+16;2,15399E+16;6,43411E+15;0;137
29;12;5,8046E+15;4,16667E+16;0;3,37349E+16;4,35361E+14;4,73498E+16;6,68277E+15;3,18182E+16;1,63241E+16;2,79412E+15;2,25565E+16;5,73643E+15;0;137
29;13;5,34483E+15;5;0;3,13253E+15;5,50251E+15;3,50608E+16;6,77939E+15;2,87879E+15;1,7419E+16;2,20588E+15;2,29797E+16;5,65891E+15;0;137
29;14;5,45977E+15;8,33333E+15;0;3,28313E+16;4,89863E+15;3,44362E+15;5,45894E+15;2,42424E+16;1,74055E+16;2,20588E+15;2,07865E+16;5,96899E+15;0;137
29;15;4,25287E+16;6,66667E+15;0;3,64458E+15;3,59494E+16;3,35753E+16;6,77939E+15;2,57576E+16;1,39056E+16;2,20588E+15;2,14264E+15;6,04651E+15;0;137
29;16;4,54023E+15;5;0;3,31325E+15;3,23087E+16;3,59554E+15;7,53623E+15;2,42424E+16;1,59831E+16;3,08824E+15;2,2283E+16;7,13178E+15;0;137
29;17;6,09195E+15;8,33333E+15;0;3,28313E+16;2,87116E+16;4,07157E+15;6,03865E+15;1,81818E+16;2,01472E+15;3,38235E+15;1,95583E+15;5,03876E+15;0;137
29;18;5,68966E+15;5,83333E+15;0;2,62048E+15;2,4068E+16;3,92134E+15;6,79549E+15;2,87879E+15;1,34883E+15;2,20588E+15;2,20559E+16;4,26357E+16;0;137
29;19;5,28736E+15;5;0;3,19277E+14;3,19599E+16;3,88251E+15;6,28019E+14;2,12121E+15;1,56331E+16;2,05882E+16;1,75921E+16;6,66667E+15;0;137
29;20;7,64368E+14;25;0;5,33133E+14;4,46479E+16;2,1894E+15;6,03865E+15;2,42424E+16;1,38787E+16;2,94118E+16;2,03065E+15;4,72868E+16;0;137
29;21;2,12644E+15;75;0;3,43373E+16;3,23959E+15;3,57022E+16;6,66667E+15;2,87879E+15;1,84466E+16;2,79412E+15;2,12251E+15;6,20155E+15;0;137
29;22;4,94253E+15;1,66667E+16;0;3,46386E+15;2,31306E+15;4,41087E+15;7,02093E+15;2,27273E+16;1,83748E+16;3,23529E+16;1,88203E+16;6,20155E+15;0;137
29;23;4,77011E+16;1,66667E+16;0;2,62048E+15;3,56878E+15;5,07934E+15;6,19968E+15;2,57576E+16;1,76344E+16;2,94118E+16;1,76437E+16;5,27132E+15;0;137
29;24;6,2069E+15;25;0;3,46386E+15;3,81077E+16;2,54558E+15;6,18357E+15;3,0303E+15;1,76748E+16;2,94118E+16;2,39034E+16;5,89147E+15;0;137
29;25;3,44828E+15;6,66667E+15;0;4,48795E+15;2,38936E+15;4,70122E+16;6,18357E+15;2,57576E+16;2,22427E+14;2,35294E+16;1,75612E+16;6,58915E+15;0;137
29;26;4,65517E+16;75;0;4,93976E+15;2,81012E+16;3,52127E+16;6,37681E+14;2,12121E+15;1,88818E+16;2,05882E+16;2,05284E+16;5,65891E+15;1;137
29;27;1,72414E+16;6,66667E+15;0;2,8012E+15;2,19969E+16;4,17961E+14;6,00644E+15;2,12121E+15;1,98959E+15;25;2,19837E+14;5,27132E+15;1;136
29;28;5,17241E+15;75;0;3,91566E+15;2,85808E+15;2,78528E+15;6,02254E+15;2,57576E+16;1,76658E+16;3,08824E+15;2,17205E+16;6,04651E+15;1;135
29;29;5,74713E+15;25;0;4,51807E+16;3,13495E+16;3,88758E+15;7,343E+15;3,33333E+16;1,69254E+16;2,20588E+15;2,1736E+15;7,44186E+15;1;134
29;30;5,34483E+15;25;0;3,10241E+16;3,65162E+16;4,14585E+15;5,92593E+14;1,21212E+16;1,72575E+16;3,08824E+15;2,14728E+16;6,89922E+15;1;133
29;31;7,29885E+15;3,33333E+15;0;3,73494E+15;5,08829E+15;2,90007E+15;6,47343E+15;2,12121E+15;1,68491E+16;2,35294E+16;2,30519E+15;5,96899E+15;1;132
29;32;4,71264E+16;4,16667E+16;0;5,1506E+15;4,18574E+16;4,47502E+16;5,95813E+15;2,57576E+16;1,37261E+16;25;1,89287E+16;5,42636E+15;1;131
29;33;6,95402E+15;5,83333E+15;0;3,25301E+15;3,56224E+15;3,89602E+14;6,52174E+15;2,72727E+15;1,90074E+16;25;2,14831E+15;5,03876E+15;1;130
29;34;4,1954E+16;25;0;2,5E+16;2,94528E+16;2,92708E+15;6,48953E+15;1,66667E+16;1,916E+16;2,64706E+16;2,32171E+16;7,51938E+15;1;129
29;35;4,94253E+15;8,33333E+15;0;3,01205E+15;2,82756E+15;3,07562E+16;6,53784E+15;2,87879E+15;1,95773E+16;2,20588E+15;1,94705E+16;7,44186E+15;1;128
29;36;2,93103E+16;6,66667E+15;0;3,01205E+15;4,94441E+16;4,75186E+15;6,39291E+15;2,87879E+15;1,52158E+15;3,08824E+15;1,97337E+16;4,88372E+15;1;127
29;37;5,17241E+15;25;0;4,30723E+14;3,4467E+16;3,52802E+15;7,16586E+15;2,12121E+15;2,10132E+15;2,35294E+16;2,38105E+14;7,36434E+15;1;126
29;38;5,8046E+15;1,66667E+16;0;3,37349E+16;4,92261E+14;4,32647E+16;6,02254E+15;2,42424E+16;2,20587E+15;2,94118E+16;2,03065E+15;5,65891E+15;1;125
29;39;4,25287E+16;25;0;2,89157E+15;4,07892E+15;3,99055E+15;5,57166E+15;2,57576E+16;1,55165E+16;1,76471E+16;2,02962E+16;5,11628E+15;1;124
29;40;5,51724E+15;1,66667E+16;0;1,98795E+15;4,59996E+16;3,75591E+16;6,58615E+15;2,42424E+16;2,00754E+15;2,94118E+16;2,11425E+16;6,97674E+15;1;123
29;41;6,2069E+15;1,66667E+16;0;4,63855E+14;3,73447E+16;3,09757E+16;5,87762E+15;2,72727E+15;1,70331E+15;2,94118E+16;1,95789E+16;5,27132E+15;1;122
29;42;3,96552E+16;1,66667E+16;0;4,00602E+16;5,02943E+15;5,2397E+15;7,05314E+15;1,9697E+16;1,56376E+16;2,79412E+15;1,8521E+16;6,04651E+15;1;121
29;43;4,36782E+15;8,33333E+15;0;4,90964E+16;1,76368E+15;3,46388E+15;5,58776E+15;2,57576E+16;1,64857E+16;3,08824E+15;1,99659E+15;6,89922E+15;1;120
29;44;5,05747E+15;5;0;3,61446E+16;4,29693E+15;3,81837E+15;6,08696E+15;2,27273E+16;1,91959E+15;2,79412E+15;1,98885E+16;6,12403E+15;1;119
29;45;3,7931E+15;1,66667E+16;0;4,33735E+16;4,12906E+15;3,94328E+15;6,58615E+15;2,57576E+16;1,26627E+16;4,11765E+16;2,18237E+16;3,72093E+16;1;118
29;46;5,8046E+15;8,33333E+15;0;4,00602E+16;4,6283E+15;3,99223E+15;6,40902E+15;2,27273E+16;1,62793E+16;2,94118E+16;2,34544E+14;5,73643E+15;1;117
29;47;4,77011E+16;25;0;3,31325E+15;4,68716E+15;3,64281E+15;6,00644E+15;2,87879E+15;1,72036E+15;2,79412E+15;2,03014E+16;6,66667E+15;1;116
29;48;5,45977E+15;8,33333E+15;0;4,78916E+15;4,28167E+15;4,26739E+16;6,18357E+15;2,57576E+16;1,63915E+16;2,35294E+16;2,18031E+16;5,50388E+14;1;115
29;49;5,4023E+15;1,66667E+16;0;3,64458E+15;3,97864E+15;3,11614E+16;6,00644E+15;1,9697E+16;1,77421E+15;3,52941E+16;2,32583E+15;5,1938E+15;1;114
29;50;3,7931E+15;4,16667E+16;0;3,88554E+16;4,93133E+15;4,39568E+16;6,3285E+15;1,51515E+15;1,70197E+16;3,23529E+16;1,99917E+16;5,89147E+15;1;113
29;51;5;1,66667E+16;0;3,34337E+15;3,52954E+16;3,70189E+16;5,29791E+15;2,27273E+16;1,7594E+16;2,64706E+16;2,1447E+16;5,34884E+15;1;112
29;52;6,6092E+15;5,83333E+15;0;3,13253E+15;3,24831E+15;3,92978E+16;5,08857E+15;3,33333E+16;1,62748E+14;2,64706E+16;2,27268E+16;4,96124E+15;1;111
29;53;3,96552E+16;8,33333E+15;0;4,45783E+16;4,78744E+15;4,91729E+16;5,66828E+15;2,42424E+16;1,89267E+16;2,94118E+16;2,1189E+16;5,81395E+15;1;110
29;54;3,44828E+15;6,66667E+15;0;4,03614E+15;3,90015E+16;4,05638E+15;6,03865E+15;2,27273E+16;1,38742E+16;2,64706E+16;2,24997E+16;4,96124E+15;1;109
29;55;5,68966E+15;1,66667E+16;0;3,25301E+15;3,96337E+15;3,70527E+14;6,21578E+15;2,87879E+15;1,71363E+15;2,94118E+16;2,04304E+16;4,8062E+14;1;108
29;56;5,4023E+15;1,66667E+16;0;3,76506E+15;3,55352E+15;5,32748E+15;4,87923E+15;3,18182E+16;1,81145E+16;2,79412E+15;2,00021E+15;4,88372E+15;1;107
29;57;3,90805E+15;6,66667E+15;0;3,6747E+16;4,27949E+16;3,95847E+15;6,13527E+15;1,9697E+16;1,74055E+16;25;2,14625E+16;5,03876E+15;1;106
29;58;5,17241E+15;5;0;4,06627E+16;3,32243E+15;3,98886E+16;7,00483E+15;2,72727E+15;1,75626E+15;2,64706E+16;2,1158E+16;4,96124E+15;1;105
29;59;3,10345E+16;3,33333E+15;0;4,57831E+16;3,71267E+15;3,76772E+15;7,16586E+15;1,9697E+16;1,56286E+16;3,08824E+15;1,95841E+16;5,1938E+15;1;104
29;60;3,62069E+15;4,16667E+16;0;5,12048E+15;5,54611E+15;4,421E+16;6,68277E+15;3,0303E+15;1,4812E+16;2,94118E+16;2,0513E+15;6,82171E+15;1;103
29;61;4,25287E+16;8,33333E+15;0;4,66867E+14;3,50774E+15;3,82849E+15;6,34461E+15;2,12121E+15;1,60639E+16;3,52941E+16;2,40221E+16;4,8062E+14;1;102
29;62;2,75862E+16;8,33333E+15;0;5,33133E+14;4,37541E+16;4,94261E+16;6,07085E+15;3,48485E+15;1,68312E+16;3,08824E+15;2,06678E+15;5,65891E+15;1;101
29;63;4,31034E+16;25;0;3,64458E+15;5,26924E+15;4,76367E+15;6,23188E+15;2,57576E+16;1,50049E+16;2,79412E+15;1,88822E+16;5,5814E+15;1;100
29;64;5,4023E+15;4,16667E+16;0;4,54819E+15;3,88707E+15;3,17691E+16;6,8277E+15;2,72727E+15;1,89626E+16;3,67647E+15;1,90629E+16;5,96899E+15;1;99
29;65;5,22989E+15;1,66667E+16;0;4,63855E+14;4,02878E+15;4,51047E+15;6,76329E+15;2,42424E+16;1,46505E+16;2,94118E+16;2,20095E+16;6,20155E+15;1;98
29;66;5,4023E+15;4,16667E+16;0;2,62048E+15;3,66034E+16;4,26063E+16;6,69887E+15;2,42424E+16;1,881E+16;3,38235E+15;2,05594E+15;5,96899E+15;1;97
29;67;3,62069E+15;8,33333E+15;0;4,45783E+16;4,37541E+16;4,58305E+15;6,26409E+14;3,33333E+16;1,64094E+16;3,38235E+15;2,08948E+16;4,8062E+14;1;96
29;68;5,63218E+15;75;0;3,91566E+15;4,07238E+15;4,92066E+15;5,04026E+15;3,0303E+15;1,93305E+16;3,08824E+15;1,93931E+16;4,88372E+15;1;95
29;69;5,68966E+15;8,33333E+15;0;4,36747E+15;3,83475E+16;4,40918E+16;6,50564E+15;2,27273E+16;1,84914E+16;3,38235E+15;1,9935E+16;6,27907E+15;1;94
29;70;3,21839E+15;5;0;2,77108E+16;4,22498E+16;4,76199E+15;4,97585E+15;3,18182E+16;1,64363E+15;3,52941E+16;2,17257E+16;6,43411E+15;1;93
29;71;7,52874E+15;8,33333E+15;0;4,09639E+15;4,58906E+15;4,80925E+16;4,78261E+15;3,18182E+16;1,95594E+15;3,08824E+15;1,9744E+16;4,88372E+15;1;92
29;72;5,4023E+15;8,33333E+15;0;3,01205E+15;6,07151E+15;4,5628E+16;5,61997E+15;2,12121E+15;1,52966E+16;3,38235E+15;1,78656E+16;5,1938E+15;1;91
29;73;3,62069E+15;8,33333E+15;0;4,81928E+15;3,0412E+16;3,85044E+16;5,33011E+15;3,18182E+16;2,05061E+15;2,94118E+16;1,97286E+16;5,5814E+15;1;90
29;74;7,29885E+15;8,33333E+15;0;3,91566E+15;2,50491E+15;4,8025E+15;5,57166E+15;2,12121E+15;1,93305E+16;3,23529E+16;1,90835E+16;6,97674E+15;1;89
29;75;4,65517E+16;3,33333E+15;0;4,93976E+15;3,4031E+14;3,82174E+16;6,00644E+15;3,18182E+16;1,76658E+16;3,38235E+15;1,63226E+16;4,10853E+15;1;88
29;76;6,78161E+15;5;0;3,04217E+16;3,93939E+16;4,76367E+15;6,05475E+15;3,0303E+15;1,72216E+15;2,94118E+16;2,09155E+16;3,17829E+15;1;87
29;77;4,88506E+15;75;0;4,30723E+14;2,84718E+15;5,75793E+15;5,55556E+15;2,72727E+15;1,72261E+15;3,52941E+16;2,07091E+16;4,26357E+16;1;86
29;78;5,28736E+15;1,66667E+16;0;3,85542E+15;4,78308E+15;4,60162E+15;7,00483E+15;3,63636E+15;1,48613E+16;3,97059E+14;1,94602E+16;4,4186E+15;1;85
29;79;6,89655E+15;1,66667E+16;0;3,88554E+16;4,46915E+16;4,72316E+15;4,91143E+16;2,12121E+15;1,85857E+16;2,94118E+16;1,92177E+16;5,50388E+14;1;84
29;80;6,6092E+15;4,16667E+16;0;2,56024E+15;3,063E+15;4,16273E+15;7,05314E+15;3,48485E+15;1,23351E+16;2,94118E+16;1,93157E+16;5,5814E+15;1;83
29;81;4,13793E+16;6,66667E+15;0;3,61446E+16;3,17637E+16;5,08947E+14;6,08696E+15;3,18182E+16;1,7769E+16;2,94118E+16;2,06265E+16;4,26357E+16;1;82
29;82;7,35632E+14;3,33333E+15;0;5,72289E+15;5,57009E+15;5,5233E+15;4,89533E+15;3,0303E+15;1,64767E+16;2,94118E+16;2,02549E+16;5,65891E+15;1;81
29;83;4,82759E+15;8,33333E+15;0;5,27108E+15;3,90887E+15;4,87171E+15;6,08696E+15;3,48485E+15;2,05331E+16;3,52941E+16;1,99814E+16;6,43411E+15;1;80
29;84;4,77011E+16;1,66667E+16;0;5,84337E+15;4,26641E+15;3,88251E+15;5,13688E+15;1,66667E+16;1,58081E+16;2,94118E+16;2,03272E+16;4,34109E+15;1;79
29;85;5,86207E+15;1,66667E+16;0;4,66867E+14;2,81884E+15;4,23531E+15;6,3124E+15;3,63636E+15;1,90299E+15;3,67647E+15;1,84384E+15;5,11628E+15;1;78
29;86;4,42529E+15;75;0;4,15663E+16;4,58688E+15;3,75084E+15;4,66989E+15;3,18182E+16;1,57274E+16;2,94118E+16;2,16689E+16;5,5814E+15;1;77
29;87;2,29885E+15;4,16667E+16;0;4,87952E+15;3,76935E+16;5,03714E+14;5,55556E+15;2,12121E+15;1,47581E+16;2,94118E+16;2,15399E+16;5,50388E+14;1;76
29;88;4,54023E+15;6,66667E+15;0;3,94578E+16;5,12753E+15;5,48447E+15;4,94364E+16;3,18182E+16;1,6728E+16;25;1,84642E+16;5,03876E+15;1;75
29;89;4,36782E+15;6,66667E+15;0;3,16265E+16;3,14367E+14;4,63369E+15;6,34461E+15;2,87879E+15;1,97119E+15;3,23529E+16;2,08226E+15;5,11628E+15;1;74
29;90;3,56322E+15;6,66667E+15;0;3,13253E+15;4,08546E+16;4,87002E+16;5,10467E+15;2,72727E+15;1,7594E+16;3,67647E+15;2,31912E+16;5,34884E+15;1;73
29;91;5,28736E+15;3,33333E+15;0;2,95181E+15;4,34925E+16;4,86496E+16;6,37681E+14;3,33333E+16;1,45831E+16;3,08824E+15;2,04097E+15;6,04651E+15;1;72
29;92;5,17241E+15;8,33333E+15;0;3,88554E+16;4,5629E+15;5,76637E+15;5,74879E+15;2,72727E+15;1,78004E+16;3,67647E+15;2,05749E+16;4,18605E+15;1;71
29;93;2,52874E+15;4,16667E+16;0;5,81325E+15;5,22564E+15;4,89028E+15;5,74879E+15;3,63636E+15;1,85094E+14;3,82353E+16;2,44969E+16;4,03101E+15;1;70
29;94;4,94253E+15;3,33333E+15;0;4,12651E+15;4,66754E+15;5,39838E+15;6,50564E+15;3,0303E+15;1,79799E+15;3,82353E+16;1,98008E+16;5,50388E+14;1;69
29;95;6,78161E+15;1,66667E+16;0;2,04819E+15;4,51493E+16;4,63876E+15;6,2963E+15;2,57576E+16;1,57633E+16;3,38235E+15;1,97595E+15;5,27132E+15;1;68
29;96;3,44828E+15;3,33333E+15;0;4,33735E+16;4,5956E+16;5,31735E+15;5,04026E+15;3,33333E+16;1,96267E+15;3,52941E+16;2,21075E+16;4,65116E+16;1;67
29;97;5,28736E+15;5;0;4,00602E+16;4,88337E+15;4,82444E+15;4,50886E+15;3,63636E+15;1,343E+16;4,41176E+16;1,99763E+16;4,10853E+15;1;66
29;98;4,31034E+16;75;0;4,78916E+15;5,87748E+15;4,68771E+16;5,781E+15;3,33333E+16;1,61222E+16;4,26471E+15;1,84384E+15;3,79845E+14;1;65
29;99;3,21839E+15;75;0;3,76506E+15;4,22062E+16;4,97468E+15;5,87762E+15;3,78788E+16;1,70152E+16;3,38235E+15;1,75095E+16;4,8062E+14;1;64
29;100;3,04598E+15;6,66667E+15;0;4,6988E+16;3,62546E+16;4,82613E+16;6,2963E+15;3,33333E+16;1,44665E+16;3,52941E+16;2,14831E+15;3,10078E+16;1;63
29;101;4,77011E+16;75;0;4,93976E+15;5,67037E+15;4,66577E+16;6,16747E+15;3,48485E+15;1,71184E+15;3,67647E+15;2,06884E+16;6,66667E+15;1;62
29;102;4,5977E+16;5,83333E+15;0;4,87952E+15;7,00676E+15;4,81938E+16;4,94364E+16;3,0303E+15;1,6212E+16;3,82353E+16;1,98679E+16;5,81395E+15;1;61
29;103;5,91954E+15;5,83333E+15;0;3,34337E+15;4,94005E+16;4,98818E+16;5,13688E+15;2,42424E+16;1,64902E+16;3,23529E+16;1,81856E+15;5,73643E+15;1;60
29;104;5,91954E+15;3,33333E+15;0;5,27108E+15;3,51864E+15;4,60668E+16;5,73269E+14;4,09091E+15;1,87517E+16;3,23529E+16;2,27887E+16;4,57364E+15;1;59
29;105;3,44828E+15;8,33333E+15;0;5,42169E+15;5,00763E+15;4,25051E+16;6,02254E+15;2,57576E+16;1,55793E+15;3,97059E+14;2,14831E+15;6,12403E+15;1;58
29;106;5,86207E+15;8,33333E+15;0;6,26506E+15;4,01134E+16;4,75186E+15;6,60225E+15;2,87879E+15;1,79575E+16;4,26471E+15;1,68851E+16;5,65891E+15;1;57
29;107;6,37931E+15;5;0;3,79518E+15;5,13843E+15;5,02532E+15;4,60548E+15;3,0303E+15;1,48793E+14;3,67647E+15;1,9775E+16;5,42636E+15;1;56
29;108;4,42529E+15;8,33333E+15;0;5,48193E+15;4,0157E+16;4,97806E+15;5,07246E+15;3,93939E+16;1,71408E+15;3,08824E+15;1,74476E+16;4,49612E+16;1;55
29;109;3,56322E+15;8,33333E+15;0;4,60843E+15;4,58688E+15;4,32309E+15;5,68438E+15;3,48485E+15;1,89985E+16;3,52941E+16;1,99659E+15;4,72868E+16;1;54
29;110;6,32184E+14;8,33333E+15;0;3,25301E+15;4,49095E+16;4,8734E+15;4,2351E+15;3,78788E+16;1,57992E+16;3,67647E+15;1,9197E+15;4,10853E+15;1;53
