unit_number,time_cycle,setting_1,setting_2,setting_3,sensor_3,sensor_4,sensor_7,sensor_11,sensor_12,Degradation Classification
22,40,0.0032,-0.0001,100.0,1587.03,1405.63,553.22,47.55,520.95,0
22,41,-0.0002,0.0003,100.0,1589.65,1413.05,553.35,47.65,520.78,0
22,42,-0.0037,0.0002,100.0,1593.97,1416.36,553.76,47.71,521.21,0
22,43,0.0017,-0.0,100.0,1591.19,1406.56,553.37,47.72,520.95,0
22,44,0.0057,0.0001,100.0,1589.1,1408.15,552.66,47.51,521.05,0
22,45,-0.003,-0.0003,100.0,1595.96,1417.33,553.71,47.5,521.14,0
22,46,-0.0006,-0.0003,100.0,1586.35,1414.96,553.26,47.6,521.06,0
22,47,0.0044,-0.0003,100.0,1593.06,1406.87,553.2,47.63,521.28,0
22,48,-0.0012,-0.0001,100.0,1593.99,1419.52,553.52,47.7,520.89,0
22,49,0.0008,-0.0002,100.0,1586.85,1410.55,552.88,47.62,521.0,0
22,50,-0.004,-0.0002,100.0,1590.58,1409.53,553.18,47.62,521.19,0
22,51,0.0017,0.0005,100.0,1592.76,1401.38,553.19,47.68,521.31,0
22,52,-0.0035,0.0002,100.0,1588.86,1415.7,553.38,47.54,521.19,0
22,53,0.0007,-0.0,100.0,1594.84,1413.85,552.81,47.79,521.35,0
22,54,0.0022,0.0005,100.0,1592.34,1417.11,552.92,47.58,520.81,0
22,55,-0.0013,-0.0001,100.0,1589.77,1414.49,552.94,47.68,521.21,0
22,56,0.0002,-0.0002,100.0,1586.45,1409.47,553.46,47.69,520.75,0
22,57,0.0004,-0.0001,100.0,1592.16,1413.15,552.98,47.47,521.04,0
22,58,-0.0009,0.0005,100.0,1601.81,1414.81,552.57,47.49,520.92,0
22,59,0.0007,0.0003,100.0,1582.2,1421.03,553.44,47.58,521.07,1
22,60,0.0042,-0.0002,100.0,1585.35,1410.03,552.64,47.64,521.05,1
22,61,-0.0049,-0.0005,100.0,1592.85,1417.27,553.04,47.73,521.22,1
22,62,0.0002,0.0001,100.0,1590.09,1413.4,553.24,47.53,521.08,1
22,63,-0.0002,-0.0004,100.0,1590.61,1409.71,552.82,47.44,521.7,1
22,64,0.0022,0.0002,100.0,1589.41,1410.89,552.82,47.62,520.64,1
22,65,0.0017,0.0002,100.0,1592.48,1408.87,553.06,47.54,520.65,1
22,66,-0.0002,-0.0002,100.0,1594.0,1411.47,552.8,47.67,521.51,1
22,67,-0.0008,-0.0002,100.0,1586.98,1408.9,552.71,47.52,521.16,1
22,68,0.0022,0.0,100.0,1590.36,1411.26,553.04,47.77,521.15,1
22,69,-0.0037,0.0003,100.0,1590.03,1416.23,553.15,47.65,520.89,1
22,70,-0.0017,-0.0002,100.0,1597.06,1410.25,553.13,47.65,521.44,1
22,71,-0.0011,-0.0002,100.0,1593.54,1414.45,553.78,47.62,521.48,1
22,72,0.0018,-0.0004,100.0,1589.8,1408.32,553.93,47.65,521.16,1
22,73,-0.0026,-0.0002,100.0,1594.01,1411.77,553.16,47.75,521.24,1
22,74,0.0012,-0.0001,100.0,1590.59,1407.23,552.96,47.54,520.98,1
22,75,0.0007,0.0003,100.0,1596.63,1406.61,553.3,47.63,521.37,1
22,76,0.0001,-0.0002,100.0,1589.54,1411.94,552.57,47.78,521.28,1
22,77,-0.0022,0.0001,100.0,1589.86,1407.99,552.63,47.6,521.17,1
22,78,0.0039,-0.0002,100.0,1590.88,1410.45,552.57,47.78,521.18,1
22,79,-0.0006,-0.0,100.0,1582.2,1409.31,553.44,47.76,521.4,1
22,80,0.0031,-0.0002,100.0,1586.95,1408.99,553.01,47.71,521.42,1
22,81,-0.004,0.0004,100.0,1591.83,1414.25,553.38,47.72,521.11,1
22,82,0.0004,0.0003,100.0,1594.13,1408.38,553.05,47.69,521.33,1
22,83,-0.0017,0.0002,100.0,1590.85,1411.57,553.21,47.53,521.22,1
22,84,-0.0016,0.0002,100.0,1588.32,1415.28,552.83,47.58,521.27,1
22,85,0.0001,-0.0003,100.0,1588.61,1409.86,553.46,47.71,521.35,1
22,86,0.0009,0.0001,100.0,1591.44,1415.2,553.25,47.51,521.32,1
22,87,-0.0013,-0.0002,100.0,1591.22,1410.49,553.08,47.66,520.81,1
22,88,0.002,-0.0001,100.0,1591.68,1414.96,553.34,47.79,521.62,1
22,89,0.0005,0.0003,100.0,1582.18,1409.46,552.96,47.68,521.3,1
22,90,0.0035,0.0005,100.0,1590.13,1413.89,552.15,47.65,521.34,1
22,91,0.0023,0.0002,100.0,1591.33,1409.16,553.31,47.79,520.86,1
22,92,-0.0022,0.0,100.0,1593.3,1410.75,552.12,47.7,520.56,1
22,93,-0.004,0.0003,100.0,1596.87,1414.28,552.61,47.65,520.68,1
22,94,-0.0003,0.0001,100.0,1589.46,1415.25,553.37,47.56,520.96,1
22,95,0.0011,-0.0004,100.0,1587.45,1415.65,553.27,47.56,521.4,1
22,96,-0.0031,0.0002,100.0,1594.05,1409.51,552.99,47.58,520.9,1
22,97,0.0013,0.0001,100.0,1590.9,1410.68,553.65,47.65,521.16,1
22,98,0.0019,-0.0,100.0,1591.42,1414.03,552.63,47.67,520.83,1
22,99,-0.0015,-0.0004,100.0,1592.42,1408.98,552.9,47.55,520.78,1
22,100,0.0009,-0.0005,100.0,1592.9,1418.77,552.74,47.59,520.42,1
22,101,-0.0024,0.0002,100.0,1594.98,1411.58,552.78,47.48,521.27,1
22,102,-0.0027,-0.0002,100.0,1589.02,1406.67,552.65,47.67,520.53,1
22,103,-0.0005,0.0002,100.0,1595.85,1411.51,553.41,47.71,520.85,1
22,104,-0.0032,-0.0,100.0,1594.52,1418.87,552.87,47.74,521.21,1
22,105,0.0002,0.0002,100.0,1593.2,1416.14,552.83,47.74,521.26,1
22,106,-0.0004,-0.0,100.0,1594.05,1413.24,552.81,47.84,520.95,1
22,107,-0.0016,0.0005,100.0,1594.46,1418.78,552.42,47.71,521.31,1
22,108,0.0018,-0.0004,100.0,1589.59,1414.56,552.58,47.6,521.27,1
22,109,0.0038,0.0003,100.0,1593.8,1412.97,552.68,47.78,521.19,1
22,110,0.0007,0.0001,100.0,1593.26,1407.26,552.61,47.63,520.95,1
22,111,-0.0021,0.0,100.0,1590.69,1409.08,552.52,47.72,521.25,1
22,112,-0.0011,0.0004,100.0,1590.31,1421.74,553.09,47.73,520.88,1
22,113,-0.0011,0.0005,100.0,1589.21,1417.75,553.41,47.91,521.39,1
22,114,0.0025,0.0,100.0,1593.76,1416.74,553.46,47.72,521.2,1
22,115,-0.0007,-0.0003,100.0,1589.3,1408.4,552.03,47.81,520.56,1
22,116,-0.0006,-0.0004,100.0,1594.25,1408.89,553.18,47.56,520.54,1
22,117,0.0003,0.0001,100.0,1594.97,1411.98,552.11,47.73,521.13,1
22,118,0.0013,0.0002,100.0,1597.68,1417.08,551.6,47.93,520.46,1
22,119,-0.0004,-0.0001,100.0,1599.65,1406.82,552.67,47.92,521.26,1
22,120,0.0031,-0.0005,100.0,1592.34,1414.19,553.06,47.75,521.56,1
22,121,-0.0009,-0.0004,100.0,1590.41,1416.03,552.2,47.85,521.04,1
22,122,-0.0008,-0.0001,100.0,1597.3,1419.99,553.66,47.68,520.9,1
22,123,0.0021,0.0003,100.0,1594.7,1419.65,552.59,47.63,520.85,1
22,124,0.0045,-0.0002,100.0,1581.02,1416.0,553.01,47.81,520.75,1
22,125,-0.0004,0.0002,100.0,1591.14,1413.34,552.23,47.81,521.04,1
22,126,0.0015,-0.0002,100.0,1590.66,1411.33,553.53,47.81,520.56,1
22,127,0.0012,-0.0004,100.0,1594.56,1418.4,552.96,47.78,520.87,1
22,128,0.001,0.0003,100.0,1591.4,1419.7,552.6,47.68,520.94,1
22,129,-0.0003,0.0001,100.0,1593.01,1418.36,552.15,47.68,520.99,1
22,130,-0.0023,-0.0003,100.0,1593.31,1415.51,552.82,47.77,520.68,1
22,131,-0.0009,-0.0004,100.0,1602.62,1414.33,553.45,47.74,520.99,1
22,132,0.0002,0.0001,100.0,1603.84,1412.75,552.31,47.63,520.92,1
22,133,-0.0012,0.0002,100.0,1593.18,1420.27,552.28,47.95,520.43,1
22,134,0.0005,-0.0003,100.0,1592.3,1425.04,551.84,47.64,520.79,1
22,135,0.0027,0.0003,100.0,1591.09,1411.37,552.98,48.05,520.82,1
22,136,-0.0006,-0.0,100.0,1594.22,1417.54,553.39,47.81,521.11,1
22,137,0.0038,0.0004,100.0,1591.97,1411.5,552.94,47.84,520.7,1
22,138,0.0005,0.0003,100.0,1592.93,1416.77,553.0,47.69,520.52,1
22,139,-0.0001,-0.0005,100.0,1598.88,1413.6,552.59,47.66,520.5,1
22,140,-0.0012,0.0003,100.0,1599.41,1414.93,552.64,47.79,520.77,1
22,141,-0.0027,0.0004,100.0,1594.49,1415.23,552.57,47.76,520.95,1
22,142,-0.0009,0.0001,100.0,1594.28,1421.74,552.19,47.69,520.95,1
22,143,-0.0018,0.0003,100.0,1592.92,1416.52,552.19,47.7,520.55,1
22,144,-0.0007,0.0004,100.0,1593.28,1411.34,552.32,47.76,520.66,1
22,145,0.002,-0.0001,100.0,1595.14,1414.26,552.76,47.7,520.39,1
22,146,0.0003,-0.0004,100.0,1598.07,1416.43,553.08,47.79,520.41,1
22,147,0.0024,0.0002,100.0,1592.43,1412.61,553.35,48.03,520.97,1
22,148,0.0027,-0.0004,100.0,1597.21,1414.99,552.48,47.87,520.62,1
22,149,-0.0041,-0.0,100.0,1599.02,1422.33,552.34,47.96,520.97,1
22,150,0.0028,-0.0001,100.0,1598.62,1418.16,552.78,47.95,520.78,1
22,151,0.0019,-0.0001,100.0,1595.08,1424.68,551.97,47.87,520.52,1
22,152,0.0056,-0.0004,100.0,1594.56,1418.85,552.04,47.76,520.24,1
22,153,0.0012,-0.0002,100.0,1594.35,1417.75,552.54,47.8,520.63,1
22,154,0.0012,-0.0,100.0,1592.12,1417.07,552.8,47.98,520.51,1
22,155,-0.0025,-0.0005,100.0,1601.99,1418.57,553.02,47.65,520.32,1
22,156,0.0004,-0.0001,100.0,1600.49,1424.8,551.98,47.85,520.64,1
22,157,0.0026,0.0004,100.0,1593.06,1416.7,552.52,47.72,520.1,1
22,158,-0.0002,0.0005,100.0,1593.07,1415.83,551.98,48.08,520.21,1
22,159,0.002,0.0004,100.0,1592.1,1424.2,552.05,47.75,520.28,1
22,160,0.0004,0.0,100.0,1597.65,1417.44,551.5,47.88,520.02,1
22,161,-0.0022,0.0005,100.0,1596.12,1417.81,552.27,47.87,520.59,1
22,162,-0.001,-0.0,100.0,1596.24,1426.04,551.98,47.92,519.95,1
22,163,0.0008,0.0003,100.0,1597.51,1425.3,552.62,47.9,520.82,1
22,164,0.0012,-0.0004,100.0,1599.94,1420.97,551.97,47.73,520.93,1
22,165,-0.0006,-0.0003,100.0,1600.77,1419.23,552.34,47.87,520.75,1
22,166,0.0008,0.0003,100.0,1602.22,1418.91,552.12,47.85,520.0,1
22,167,-0.0013,-0.0004,100.0,1594.02,1423.88,552.35,47.85,520.43,1
22,168,-0.0015,0.0001,100.0,1595.02,1414.97,551.91,47.85,520.45,1
22,169,0.0015,-0.0004,100.0,1591.39,1423.7,551.96,47.91,520.66,1
22,170,0.0035,-0.0003,100.0,1598.86,1411.31,551.72,47.85,520.04,1
22,171,-0.0012,-0.0004,100.0,1594.54,1417.32,551.83,47.97,519.85,1
22,172,0.0049,-0.0003,100.0,1602.64,1423.53,551.82,47.79,520.36,1
22,173,-0.0032,0.0003,100.0,1588.71,1422.33,551.76,48.07,520.46,1
22,174,0.0007,0.0002,100.0,1599.02,1424.88,551.61,48.0,520.54,1
22,175,-0.0004,0.0,100.0,1598.07,1424.26,552.61,48.01,520.63,1
22,176,0.0012,0.0004,100.0,1596.01,1415.27,552.05,48.06,520.31,1
22,177,-0.0037,-0.0,100.0,1592.35,1415.58,552.43,47.83,519.99,1
22,178,-0.0014,0.0001,100.0,1605.07,1428.6,551.29,48.0,520.23,1
22,179,-0.0004,-0.0,100.0,1594.66,1421.18,551.04,48.09,519.7,1
22,180,0.0005,-0.0005,100.0,1597.48,1427.52,552.06,47.99,520.11,1
22,181,0.0013,-0.0,100.0,1595.57,1427.21,551.03,47.82,520.0,1
22,182,-0.0025,-0.0,100.0,1595.98,1420.17,552.02,48.07,520.08,1
22,183,-0.0036,0.0001,100.0,1599.38,1423.81,551.26,48.01,519.58,1
22,184,0.0021,0.0001,100.0,1599.02,1426.71,552.56,48.01,520.45,1
22,185,-0.0045,0.0003,100.0,1588.88,1421.4,551.48,47.92,520.25,1
22,186,0.0006,0.0003,100.0,1596.58,1421.96,552.06,48.14,520.07,1
22,187,-0.001,-0.0,100.0,1598.23,1433.13,551.29,47.77,519.7,1
22,188,0.0006,0.0004,100.0,1603.14,1423.97,551.6,48.15,519.82,1
22,189,0.0023,-0.0003,100.0,1601.87,1424.76,551.28,47.96,519.44,1
22,190,0.0007,0.0001,100.0,1594.43,1426.53,551.86,47.96,519.89,1
22,191,0.0036,0.0001,100.0,1600.14,1426.73,551.82,48.35,519.35,1
22,192,-0.0023,0.0003,100.0,1603.49,1423.35,551.75,48.15,519.76,1
22,193,-0.0025,-0.0003,100.0,1602.78,1427.58,551.02,48.11,519.3,1
22,194,-0.0043,0.0004,100.0,1600.98,1422.67,552.07,48.24,519.84,1
22,195,-0.0049,-0.0004,100.0,1595.05,1433.89,551.28,48.2,519.54,1
22,196,-0.0002,-0.0001,100.0,1598.81,1427.61,552.25,48.33,519.97,1
22,197,-0.0019,0.0,100.0,1604.97,1421.58,551.72,48.2,519.46,1
22,198,-0.0024,0.0003,100.0,1602.59,1426.26,551.29,48.09,519.63,1
22,199,-0.0013,0.0002,100.0,1604.09,1433.2,551.42,48.05,519.47,1
22,200,0.0019,-0.0,100.0,1594.32,1428.65,551.91,48.16,519.29,1
22,201,0.0035,-0.0,100.0,1598.8,1427.99,551.24,48.18,519.61,1
22,202,0.0017,-0.0001,100.0,1609.56,1429.98,551.02,48.16,519.31,1
23,1,0.0027,0.0005,100.0,1591.38,1408.8,553.33,47.54,521.78,0
23,2,0.0002,0.0001,100.0,1592.51,1413.03,553.62,47.47,521.45,0
23,3,-0.0019,0.0004,100.0,1591.65,1406.75,554.08,47.65,521.36,0
23,4,0.001,-0.0,100.0,1584.3,1404.01,553.79,47.36,520.8,0
23,5,-0.0002,0.0003,100.0,1590.03,1407.33,553.51,47.47,522.02,0
23,6,0.001,0.0005,100.0,1589.38,1405.34,553.27,47.48,521.54,0
23,7,0.0042,-0.0001,100.0,1587.89,1403.7,553.35,47.42,521.08,0
23,8,-0.0004,0.0003,100.0,1590.48,1406.04,553.55,47.54,521.88,0
23,9,-0.0006,0.0003,100.0,1583.6,1404.51,553.74,47.55,521.44,0
23,10,-0.0,-0.0001,100.0,1590.18,1411.38,553.06,47.41,521.8,0
23,11,0.0005,0.0001,100.0,1583.28,1408.31,553.53,47.41,521.48,0
23,12,0.0018,-0.0004,100.0,1590.11,1405.08,553.81,47.52,521.99,0
23,13,-0.0019,0.0002,100.0,1586.29,1407.89,553.18,47.53,521.39,0
23,14,0.0026,0.0003,100.0,1589.44,1408.65,553.06,47.44,522.03,0
23,15,-0.0014,0.0002,100.0,1587.72,1407.97,553.35,47.47,521.27,0
23,16,0.0032,0.0002,100.0,1592.31,1404.77,554.35,47.32,522.04,0
23,17,-0.0015,-0.0003,100.0,1592.03,1404.46,553.08,47.53,521.69,0
23,18,0.0007,-0.0001,100.0,1585.15,1403.05,554.53,47.47,521.47,0
23,19,0.0025,-0.0001,100.0,1586.67,1411.0,553.24,47.53,520.97,0
23,20,0.0005,-0.0002,100.0,1589.12,1413.54,554.26,47.51,521.26,0
23,21,0.0016,0.0005,100.0,1583.23,1407.15,553.58,47.53,521.53,0
23,22,0.0008,0.0003,100.0,1586.23,1407.82,553.12,47.68,521.3,0
23,23,0.0018,-0.0004,100.0,1587.51,1405.41,553.24,47.5,521.54,0
23,24,0.0026,0.0005,100.0,1585.49,1400.12,553.66,47.37,522.19,0
23,25,0.0007,-0.0004,100.0,1585.12,1410.4,554.34,47.49,520.88,0
23,26,-0.0029,0.0003,100.0,1591.82,1402.9,554.41,47.58,521.65,0
23,27,0.0002,0.0003,100.0,1581.84,1410.64,553.83,47.42,522.06,0
23,28,0.0005,0.0001,100.0,1597.25,1403.37,553.48,47.21,521.48,0
23,29,-0.0008,0.0003,100.0,1595.0,1399.8,554.26,47.53,521.53,0
23,30,-0.0005,-0.0005,100.0,1592.92,1403.6,553.6,47.54,521.85,0
23,31,-0.0013,-0.0004,100.0,1590.16,1402.64,553.64,47.56,520.97,0
23,32,0.0031,0.0002,100.0,1586.81,1402.46,553.47,47.49,521.71,0
23,33,-0.0,0.0005,100.0,1596.94,1406.52,553.83,47.56,520.87,0
23,34,0.0023,0.0001,100.0,1584.94,1402.55,553.86,47.36,521.61,0
23,35,-0.0007,0.0002,100.0,1587.04,1411.97,553.27,47.33,521.51,0
23,36,-0.0003,-0.0004,100.0,1590.78,1413.47,553.27,47.48,521.12,0
23,37,0.0007,-0.0001,100.0,1590.79,1402.02,553.54,47.62,521.36,0
23,38,-0.0016,-0.0002,100.0,1597.49,1403.5,553.77,47.46,521.76,0
23,39,0.0001,-0.0005,100.0,1590.26,1411.93,553.87,47.56,521.39,0
23,40,-0.0023,-0.0004,100.0,1589.21,1406.82,553.14,47.63,522.27,0
23,41,0.0011,0.0003,100.0,1591.9,1406.95,553.49,47.68,521.2,0
23,42,0.0025,0.0004,100.0,1588.44,1400.01,553.97,47.56,521.4,0
23,43,0.0019,0.0001,100.0,1593.46,1410.08,553.63,47.48,521.08,0
23,44,0.0011,-0.0004,100.0,1591.8,1418.17,553.77,47.55,521.18,1
23,45,-0.0012,0.0001,100.0,1588.61,1397.83,552.68,47.47,521.24,1
23,46,-0.0038,-0.0004,100.0,1586.87,1404.84,553.05,47.38,521.6,1
23,47,0.0011,-0.0001,100.0,1590.74,1412.13,553.59,47.42,521.52,1
23,48,-0.0007,-0.0002,100.0,1590.71,1404.66,553.9,47.39,521.48,1
23,49,-0.0007,-0.0003,100.0,1589.04,1411.45,553.76,47.63,522.05,1
23,50,-0.0034,0.0004,100.0,1590.91,1403.97,553.84,47.68,520.94,1
23,51,-0.0005,0.0001,100.0,1596.65,1410.61,553.3,47.63,521.48,1
23,52,-0.0019,0.0004,100.0,1584.97,1411.35,553.6,47.62,521.28,1
23,53,0.0007,-0.0004,100.0,1599.87,1409.89,554.77,47.39,521.37,1
23,54,-0.0011,-0.0004,100.0,1594.12,1404.15,553.07,47.47,521.98,1
23,55,-0.0008,0.0004,100.0,1585.36,1407.32,553.08,47.56,520.67,1
23,56,-0.0014,0.0001,100.0,1584.44,1413.58,553.94,47.52,521.35,1
23,57,0.0016,-0.0005,100.0,1589.05,1408.23,553.9,47.51,521.5,1
23,58,-0.0007,0.0005,100.0,1591.61,1399.05,553.38,47.55,521.42,1
23,59,-0.0042,-0.0002,100.0,1594.06,1406.85,553.55,47.47,521.58,1
23,60,-0.0024,-0.0003,100.0,1595.87,1405.14,553.12,47.6,521.54,1
23,61,0.0032,0.0003,100.0,1588.73,1406.06,553.73,47.75,521.69,1
23,62,0.0016,-0.0004,100.0,1595.42,1412.85,553.33,47.57,521.55,1
23,63,-0.0067,-0.0005,100.0,1584.25,1407.48,553.48,47.62,521.43,1
23,64,0.0038,0.0001,100.0,1592.05,1408.61,552.93,47.65,521.41,1
23,65,0.0027,0.0003,100.0,1589.42,1405.35,553.39,47.44,521.46,1
23,66,0.0011,0.0002,100.0,1581.98,1411.95,552.87,47.63,521.57,1
23,67,0.0022,0.0003,100.0,1596.56,1410.85,554.15,47.68,520.99,1
23,68,0.0029,0.0003,100.0,1583.94,1410.18,553.12,47.65,521.75,1
23,69,0.0011,0.0,100.0,1584.43,1410.89,553.08,47.53,521.71,1
23,70,-0.0023,0.0,100.0,1587.32,1413.8,553.43,47.54,521.23,1
23,71,-0.0038,-0.0,100.0,1595.21,1414.67,553.4,47.58,521.2,1
23,72,-0.0013,-0.0001,100.0,1592.27,1413.44,552.66,47.59,521.12,1
23,73,-0.001,0.0002,100.0,1592.66,1403.9,552.65,47.59,521.51,1
23,74,-0.0017,-0.0005,100.0,1586.39,1416.03,553.72,47.54,521.27,1
23,75,0.001,-0.0002,100.0,1587.7,1410.37,553.53,47.49,521.37,1
23,76,-0.004,-0.0004,100.0,1585.81,1403.58,552.44,47.44,521.12,1
23,77,0.0004,0.0004,100.0,1591.4,1411.43,552.83,47.77,521.1,1
23,78,0.0016,0.0005,100.0,1590.03,1411.77,553.01,47.36,521.01,1
23,79,0.0009,-0.0001,100.0,1584.72,1406.23,553.77,47.39,520.93,1
23,80,-0.0001,0.0002,100.0,1593.28,1408.52,552.86,47.44,521.09,1
23,81,0.002,-0.0005,100.0,1596.52,1416.41,553.54,47.47,521.18,1
23,82,0.0012,-0.0001,100.0,1589.27,1409.87,553.36,47.76,521.44,1
23,83,0.0017,0.0002,100.0,1594.05,1414.47,553.44,47.55,521.2,1
23,84,0.0023,-0.0004,100.0,1591.83,1413.19,553.44,47.51,521.22,1
23,85,-0.0016,0.0001,100.0,1592.83,1413.87,553.27,47.68,521.17,1
23,86,-0.0011,0.0003,100.0,1593.35,1410.81,552.27,47.42,521.5,1
23,87,-0.0014,-0.0004,100.0,1588.12,1407.46,553.0,47.53,521.96,1
23,88,0.0036,-0.0004,100.0,1597.31,1416.37,553.08,47.53,520.88,1
23,89,0.0008,-0.0001,100.0,1584.04,1417.6,552.83,47.59,521.55,1
23,90,0.0005,0.0,100.0,1592.6,1409.24,553.36,47.52,520.95,1
23,91,0.0009,-0.0,100.0,1591.35,1412.63,553.12,47.51,521.31,1
23,92,-0.0001,0.0004,100.0,1590.76,1414.95,552.76,47.58,521.15,1
23,93,0.0012,0.0002,100.0,1587.76,1403.73,553.25,47.59,521.42,1
23,94,-0.0041,0.0002,100.0,1583.85,1411.65,553.16,47.5,521.17,1
23,95,-0.0008,-0.0002,100.0,1596.54,1414.12,552.83,47.8,521.44,1
23,96,0.0011,-0.0002,100.0,1586.86,1414.32,553.12,47.66,521.07,1
23,97,-0.0005,-0.0002,100.0,1597.85,1411.17,553.75,47.47,521.49,1
23,98,0.0018,0.0001,100.0,1589.03,1411.32,553.16,47.71,520.9,1
23,99,-0.0033,0.0001,100.0,1588.42,1416.24,552.51,47.55,521.01,1
23,100,0.003,0.0001,100.0,1597.34,1411.17,552.53,47.6,520.72,1
23,101,0.0027,-0.0001,100.0,1584.07,1411.65,552.81,47.65,520.67,1
23,102,-0.0015,-0.0001,100.0,1597.43,1410.54,553.28,47.67,520.58,1
23,103,-0.0002,-0.0004,100.0,1595.8,1410.13,553.38,47.75,521.38,1
23,104,-0.0013,0.0005,100.0,1594.62,1412.36,553.36,47.67,521.02,1
23,105,0.0017,0.0002,100.0,1587.46,1408.99,552.8,47.67,521.66,1
23,106,0.0022,0.0002,100.0,1589.54,1409.59,553.77,47.58,521.17,1
23,107,0.0023,-0.0005,100.0,1590.84,1402.95,552.05,47.65,520.91,1
23,108,-0.0001,0.0001,100.0,1587.6,1418.25,552.8,47.44,521.34,1
23,109,-0.0014,0.0004,100.0,1590.66,1410.86,553.44,47.49,521.6,1
23,110,0.0011,0.0004,100.0,1595.98,1410.77,552.78,47.62,521.14,1
23,111,0.0004,-0.0004,100.0,1590.25,1416.07,552.51,47.79,520.93,1
23,112,0.0021,0.0005,100.0,1589.88,1410.86,553.27,47.67,521.04,1
23,113,-0.0024,-0.0005,100.0,1597.22,1409.09,552.99,47.74,520.61,1
23,114,-0.0035,-0.0003,100.0,1593.12,1414.18,553.73,47.95,520.78,1
23,115,0.0025,-0.0004,100.0,1595.84,1410.73,552.35,47.63,520.53,1
23,116,-0.0024,-0.0003,100.0,1592.55,1414.56,552.02,47.61,521.25,1
23,117,-0.0002,-0.0001,100.0,1592.36,1414.99,553.3,47.76,520.93,1
23,118,0.0032,-0.0,100.0,1602.27,1410.78,553.27,47.87,521.19,1
23,119,0.0011,0.0002,100.0,1592.32,1414.62,552.5,47.49,520.79,1
23,120,0.0008,-0.0001,100.0,1590.62,1419.23,553.01,47.6,520.54,1
23,121,0.0017,-0.0003,100.0,1589.52,1412.41,553.03,47.55,520.32,1
23,122,-0.0012,0.0004,100.0,1595.64,1422.23,553.62,47.64,520.97,1
23,123,-0.0024,-0.0002,100.0,1592.83,1415.11,552.65,47.71,520.39,1
23,124,-0.0023,0.0002,100.0,1598.27,1416.52,552.74,47.74,521.14,1
23,125,0.0025,0.0001,100.0,1588.55,1414.91,553.81,47.76,520.99,1
23,126,-0.0055,0.0002,100.0,1594.63,1415.43,552.66,47.84,520.54,1
23,127,-0.0023,-0.0003,100.0,1595.38,1413.07,552.58,47.66,520.73,1
23,128,0.0033,-0.0004,100.0,1595.89,1416.63,552.05,47.75,520.59,1
23,129,0.0013,0.0004,100.0,1597.07,1422.22,552.09,47.75,520.24,1
23,130,-0.002,0.0004,100.0,1593.42,1418.62,552.02,47.64,520.5,1
23,131,-0.0023,0.0002,100.0,1596.12,1418.25,552.0,47.9,520.5,1
23,132,0.0051,-0.0004,100.0,1600.99,1415.1,552.9,47.68,520.67,1
23,133,-0.0023,0.0001,100.0,1596.68,1421.33,552.41,47.92,520.57,1
23,134,-0.0028,0.0002,100.0,1589.93,1413.03,552.76,47.72,520.64,1
23,135,0.0001,0.0001,100.0,1596.17,1411.73,552.38,47.77,520.47,1
23,136,0.0013,0.0001,100.0,1594.78,1418.41,553.03,47.96,520.66,1
23,137,0.0002,0.0004,100.0,1593.2,1412.75,552.13,47.87,520.49,1
23,138,0.0028,-0.0004,100.0,1600.93,1419.12,552.41,47.94,521.02,1
23,139,0.0026,-0.0002,100.0,1597.69,1417.59,551.65,47.87,520.22,1
23,140,-0.0035,-0.0003,100.0,1594.82,1410.37,552.11,47.9,520.93,1
23,141,-0.0012,0.0001,100.0,1603.27,1414.31,551.95,47.77,520.5,1
23,142,-0.0002,0.0001,100.0,1599.03,1420.17,552.41,48.06,520.61,1
23,143,-0.0021,-0.0001,100.0,1594.65,1419.25,551.66,47.79,520.04,1
23,144,-0.0037,-0.0002,100.0,1594.32,1423.07,552.51,47.99,520.87,1
23,145,0.0036,0.0002,100.0,1594.2,1415.71,552.2,48.01,520.44,1
23,146,0.0004,0.0005,100.0,1594.1,1421.26,552.72,47.97,520.36,1
23,147,0.001,0.0001,100.0,1596.31,1424.51,551.71,47.93,520.94,1
23,148,0.002,-0.0001,100.0,1597.1,1422.95,552.05,48.03,519.77,1
23,149,-0.0023,0.0003,100.0,1600.07,1422.14,551.7,47.95,520.36,1
23,150,-0.0025,0.0005,100.0,1592.41,1423.0,551.38,48.01,520.18,1
23,151,0.0001,0.0002,100.0,1602.4,1425.55,551.72,47.88,520.22,1
23,152,0.0003,-0.0002,100.0,1598.41,1420.2,551.87,48.07,519.93,1
23,153,-0.0006,-0.0002,100.0,1604.51,1424.57,551.58,47.87,520.76,1
23,154,-0.0001,-0.0004,100.0,1595.98,1429.64,551.55,48.08,519.86,1
23,155,0.002,0.0003,100.0,1598.15,1423.94,552.15,48.12,520.5,1
23,156,0.0036,-0.0,100.0,1596.66,1425.52,552.1,47.9,520.01,1
23,157,0.0003,0.0004,100.0,1604.68,1426.83,552.6,48.05,519.76,1
23,158,-0.0013,-0.0001,100.0,1598.58,1425.76,551.77,48.15,519.91,1
23,159,0.0026,-0.0002,100.0,1599.79,1432.24,551.84,48.07,520.52,1
23,160,0.001,0.0002,100.0,1601.65,1421.6,551.59,48.1,520.6,1
23,161,-0.0017,-0.0002,100.0,1595.92,1422.2,551.66,48.12,520.14,1
23,162,-0.0041,-0.0004,100.0,1603.35,1427.07,551.82,48.03,519.58,1
